,REGISTRY_ID,FAC_NAME,SDWA_IDS,SDWIS_FLAG,FAC_LAT,FAC_LONG,PWSID,PWS_NAME,PWS_ACTIVITY_CODE,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,PRIMARY_SOURCE_CODE,SERVICE_CONNECTIONS_COUNT,STATE_CODE,SYSTEM_SIZE
2950,110049492526,OORAH INC (THE VENETIAN)-TREATMENT PLANT # 1,NY4719935,Y,40.072551,-74.206801,NY4719935,OORAH INC (THE VENETIAN),A,TNCWS,150.0,GW,2.0,NJ,Very Small
2951,110051046603,DELICIOUS ORCHARD MARKET-TREATMENT PLANT,NJ1309328,Y,40.304817,-74.160132,NJ1309328,DELICIOUS ORCHARD MARKET,A,NTNCWS,2725.0,GW,1.0,NJ,Small
2952,110012934432,CHERRY LANE MOBILE HOME PARK-CHLORINATION,NY4800726,Y,40.82609,-74.5705,NY4800726,CHERRY LANE MOBILE HOME PARK,A,CWS,111.0,GW,51.0,NJ,Very Small
2953,110051024404,SUSSEX TURNPIKE INDUSTRIAL CAMPUS CONDO-TREATMENT PLANT,NJ1432336,Y,40.724256,-74.493678,NJ1432336,SUSSEX TURNPIKE INDUSTRIAL CAMPUS CONDO,A,NTNCWS,425.0,GW,7.0,NJ,Very Small
2954,110051209278,EXXON USA 3-5472,NJ1615388,Y,41.033763,-74.300308,NJ1615388,EXXON USA 3-5472,A,TNCWS,123.0,GW,1.0,NJ,Very Small
2955,110051155511,D' BOATHOUS RESTAURANT-TREATMENT PLANT,NJ1615442,Y,41.152175,-74.31681,NJ1615442,D' BOATHOUS RESTAURANT,A,TNCWS,115.0,GW,1.0,NJ,Very Small
2956,110051021577,LAKEFRONT PROFESSIONAL C-TREATMENT PLANT,NJ1427380,Y,40.88807,-74.555,NJ1427380,LAKEFRONT PROFESSIONAL C,A,TNCWS,25.0,GW,1.0,NJ,Very Small
2957,110013230422,AQUA NJ - HAMILTON SQUARE-PARK AVE WTP,NJ1103001,Y,40.208575,-74.526126,NJ1103001,AQUA NJ - HAMILTON SQUARE,A,CWS,39128.0,SWP,12738.0,NJ,Large
2960,110051032128,CLARKSBURG GENERAL STORE-TREATMENT PLANT,NJ1332311,Y,40.18098,-74.50944,NJ1332311,CLARKSBURG GENERAL STORE,A,TNCWS,202.0,GW,2.0,NJ,Very Small
2961,110049280149,MCDONALDS RESTAURANT,NJ1615307,Y,41.033763,-74.300308,NJ1615307,MCDONALDS RESTAURANT,A,NTNCWS,525.0,GW,1.0,NJ,Small
2962,110051146014,ANDOVER MINI MALL,NJ1902316,Y,41.137424,-74.691855,NJ1902316,ANDOVER MINI MALL,A,TNCWS,60.0,GW,1.0,NJ,Very Small
2963,110049295598,WOODLAND COUNTRY DAY SCH,NJ0612301,Y,39.328387,-75.121644,NJ0612301,WOODLAND COUNTRY DAY SCH,A,NTNCWS,177.0,GW,5.0,NJ,Very Small
2965,110050980220,DESAPIO PROPERTIES SIX,NJ1001314,Y,40.565283,-74.91197,NJ1001314,DESAPIO PROPERTIES SIX,A,TNCWS,90.0,GW,1.0,NJ,Very Small
2966,110051153871,VEOLIA WATER NJ HIGHLAND LAKES SEASONAL-TREATMENT PLANT,NJ1922301,Y,41.181024,-74.460963,NJ1922301,VEOLIA WATER NJ HIGHLAND LAKES SEASONAL,A,TNCWS,60.0,GW,25.0,NJ,Very Small
2967,110051163156,MONTCLAIR YMCA DAY CAMP-LOWER,NJ1615419,Y,41.033763,-74.300308,NJ1615419,MONTCLAIR YMCA DAY CAMP-LOWER,A,TNCWS,280.0,GW,1.0,NJ,Very Small
2969,110051223467,HOLLAND AMERICAN BAKERY,NJ1924342,Y,41.137424,-74.691855,NJ1924342,HOLLAND AMERICAN BAKERY,A,TNCWS,103.0,GW,1.0,NJ,Very Small
2970,110013232929,COUNTRY MEADOWS RENTS AND SALES MHP LLC-WELL HOUSE MAIN TP,NJ0610002,Y,39.328165,-75.209492,NJ0610002,COUNTRY MEADOWS RENTS AND SALES MHP LLC,A,CWS,250.0,GW,90.0,NJ,Very Small
2971,110051068731,DELSEA REGIONAL HIGH SCH-TREATMENT PLANT,NJ0805378,Y,39.619881,-75.034044,NJ0805378,DELSEA REGIONAL HIGH SCH,A,NTNCWS,1254.0,GW,1.0,NJ,Small
2972,110051201230,"SKYLAND MEDICAL GROUP, P.A.-TREATMENT PLANT",NJ1414390,Y,40.96345,-74.611993,NJ1414390,"SKYLAND MEDICAL GROUP, P.A.",A,TNCWS,84.0,GW,1.0,NJ,Very Small
2973,110063348435,CVS #7961,NJ0808321,Y,39.721019,-75.143708,NJ0808321,CVS #7961,A,TNCWS,310.0,GW,1.0,NJ,Very Small
2974,110051207154,VEOLIA WATER NEW JERSEY - GREENWOOD LAKE,NJ1615321,Y,41.181024,-74.460963,NJ1615321,VEOLIA WATER NEW JERSEY - GREENWOOD LAKE,A,TNCWS,52.0,GW,17.0,NJ,Very Small
2975,110051086855,THE POINT,NJ1021408,Y,40.565283,-74.91197,NJ1021408,THE POINT,A,TNCWS,90.0,GW,1.0,NJ,Very Small
2976,110048929442,LITTLE BROOK NURSING CONVALESCENT HOME-TREATMENT PLANT,NJ1019311,Y,40.715305,-74.814984,NJ1019311,LITTLE BROOK NURSING CONVALESCENT HOME,A,CWS,36.0,GW,1.0,NJ,Very Small
2977,110051183269,"WASHINGTON SHOPPING CENTER, INC",NJ2122326,Y,40.853524,-75.009542,NJ2122326,"WASHINGTON SHOPPING CENTER, INC",A,TNCWS,98.0,GW,1.0,NJ,Very Small
2978,110050970437,ROSS FOGG MOBIL MART,NJ0824307,Y,39.721019,-75.143708,NJ0824307,ROSS FOGG MOBIL MART,A,TNCWS,51.0,GW,1.0,NJ,Very Small
2979,110053785999,"REWORLD LAKE II, INC-COVANTA LAKE INC",FL3354870,Y,40.778675,-74.49466,FL3354870,"REWORLD LAKE II, INC",A,NTNCWS,35.0,GW,1.0,NJ,Very Small
2980,110050970320,SAMMYS CIDER MILL,NJ1419305,Y,40.858581,-74.547427,NJ1419305,SAMMYS CIDER MILL,A,TNCWS,245.0,GW,1.0,NJ,Very Small
2981,110051038934,ST SIMMONS CHURCH,NJ1435323,Y,40.858581,-74.547427,NJ1435323,ST SIMMONS CHURCH,A,TNCWS,151.0,GW,2.0,NJ,Very Small
2982,110051015183,QUICK-CHEK,NJ1407332,Y,40.858581,-74.547427,NJ1407332,QUICK-CHEK,A,TNCWS,1006.0,GW,1.0,NJ,Small
2983,110051243953,CREATIVE KIDKARE,NJ1904364,Y,41.137424,-74.691855,NJ1904364,CREATIVE KIDKARE,A,NTNCWS,44.0,GW,2.0,NJ,Very Small
2984,110051167063,WADING PINES CG - WELL #-TREATMENT PLANT,NJ0336324,Y,39.68981,-74.54607,NJ0336324,WADING PINES CG - WELL #,A,TNCWS,58.0,GW,2.0,NJ,Very Small
2985,110013223699,U W V H  SAMMIS ROAD,NJ1922022,Y,41.137424,-74.691855,NJ1922022,VEOLIA WATER NEW JERSEY SAMMIS ROAD,A,CWS,53.0,GW,18.0,NJ,Very Small
2986,110051194514,BURGER KING,NJ1809301,Y,40.565522,-74.61993,NJ1809301,BURGER KING,A,TNCWS,420.0,GW,1.0,NJ,Very Small
2987,110049191771,CHURCH OF ST. WILLIAM THE ABBOT,NJ1319461,Y,40.287056,-74.152446,NJ1319461,CHURCH OF ST. WILLIAM THE ABBOT,A,NTNCWS,650.0,GW,1.0,NJ,Small
2988,110051208956,FABLES AT FAIRY TALE FOREST,NJ1615372,Y,41.033763,-74.300308,NJ1615372,FABLES AT FAIRY TALE FOREST,A,TNCWS,62.0,GW,1.0,NJ,Very Small
2989,110013226302,WEST MILFORD MUA - BIRCH HILL,NJ1615001,Y,41.11781,-74.36066,NJ1615001,VEOLIA WATER NEW JERSEY - BIRCH HILL,A,CWS,180.0,GW,54.0,NJ,Very Small
2990,110013228603,MORRIS COUNTY MUA,NJ1432001,Y,40.858581,-74.547427,NJ1432001,MORRIS COUNTY MUA,A,CWS,0.0,GW,10.0,NJ,Very Small
2991,110051071102,WHITE OAKS COUNTRY CLUB,NJ0805446,Y,39.721019,-75.143708,NJ0805446,WHITE OAKS COUNTRY CLUB,A,TNCWS,90.0,GW,2.0,NJ,Very Small
2992,110013236701,MULLICA WOODS MOBILE HOME PARK-TREATMENT PLANT,NJ0117001,Y,39.533544,-74.596717,NJ0117001,MULLICA WOODS MOBILE HOME PARK,A,CWS,150.0,GW,90.0,NJ,Very Small
2993,110049271391,BLUE HERON INTERCHANGE PLAZA LLC,NJ1918350,Y,41.137424,-74.691855,NJ1918350,BLUE HERON INTERCHANGE PLAZA LLC,A,NTNCWS,90.0,GW,1.0,NJ,Very Small
2994,110049260054,HIGH POINT ST PK-VISITORS CTR-TREATMENT PLANT,NJ1924311,Y,41.18433,-74.79737,NJ1924311,HIGH POINT ST PK-VISITORS CTR,A,TNCWS,26.0,GW,2.0,NJ,Very Small
2995,110013231724,NATIONAL PARK WATER DEPARTMENT,NJ0812001,Y,39.86627,-75.179679,NJ0812001,NATIONAL PARK WATER DEPARTMENT,A,CWS,3144.0,SWP,1142.0,NJ,Small
2996,110051156182,KCK CATERING-TREATMENT PLANT,NJ2112304,Y,40.875641,-74.937881,NJ2112304,KCK CATERING,A,TNCWS,33.0,GW,2.0,NJ,Very Small
2997,110013231760,PITMAN WATER DEPARTMENT,NJ0815001,Y,39.721019,-75.143708,NJ0815001,PITMAN WATER DEPARTMENT,A,CWS,9545.0,SWP,3542.0,NJ,Medium
2998,110051003533,UNITED PRESBYTERIAN CHURCH-TREATMENT PLANT,NJ1332318,Y,40.239299,-74.433294,NJ1332318,UNITED PRESBYTERIAN CHURCH,A,TNCWS,104.0,GW,2.0,NJ,Very Small
2999,110050980444,THE CORNER STORE,NJ1016311,Y,40.565283,-74.91197,NJ1016311,THE CORNER STORE,A,TNCWS,505.0,GW,4.0,NJ,Small
3000,110012889295,PEMBERTON TOWNSHIP WATER - LAKE VALLEY-WELL 2/OAK PINES BLVD,NJ0329003,Y,39.96652,-74.63378,NJ0329003,PEMBERTON TOWNSHIP WATER - LAKE VALLEY,A,CWS,3500.0,GW,542.0,NJ,Medium
3001,110015082541,GLEN GARDNER W DEPT-SANITORIUM RD TP,NJ1012001,Y,40.73164,-74.80763,NJ1012001,GLEN GARDNER W DEPT,A,CWS,1705.0,GW,623.0,NJ,Small
3002,110013226419,WEST MILFORD TWP MUA CRE,NJ1615014,Y,41.113988,-74.369111,NJ1615014,VEOLIA WATER NEW JERSEY - CRESCENT PARK,A,CWS,700.0,GW,206.0,NJ,Small
3003,110051164191,SHANNONS SUB SHOP II,NJ0610310,Y,39.328387,-75.121644,NJ0610310,SHANNONS SUB SHOP II,A,TNCWS,63.0,GW,1.0,NJ,Very Small
3004,110051185338,COMAR INC,NJ0105304,Y,39.469354,-74.633758,NJ0105304,COMAR INC,A,NTNCWS,250.0,GW,4.0,NJ,Very Small
3005,110013276604,ALPINE MOBILE HOME PARK-CHLORINATION,NY4800728,Y,40.219628,-74.070127,NY4800728,ALPINE MOBILE HOME PARK,A,CWS,28.0,GW,20.0,NJ,Very Small
3006,110013230878,MIDDLESEX WATER COMPANY,NJ1225001,Y,40.439593,-74.407585,NJ1225001,MIDDLESEX WATER COMPANY,A,CWS,233376.0,SW,58344.0,NJ,Very Large
3007,110013230725,NEW BRUNSWICK WATER DEPT,NJ1214001,Y,40.47871,-74.44037,NJ1214001,NEW BRUNSWICK W DEPT,A,CWS,55000.0,SW,8500.0,NJ,Large
3008,110051131119,WEYMOUTH TWP ELEM SCHOOL-TREATMENT PLANT,NJ0123300,Y,39.533544,-74.596717,NJ0123300,WEYMOUTH TWP ELEM SCHOOL,A,NTNCWS,238.0,GW,1.0,NJ,Very Small
3009,110051142517,VERNON COLONIAL PLAZA,NJ1922346,Y,41.137424,-74.691855,NJ1922346,VERNON COLONIAL PLAZA,A,NTNCWS,45.0,GW,1.0,NJ,Very Small
3010,110012888928,LAKEWOOD TWP MUA NEW HAMPSHIRE AVENUE WTP,NJ1514002,Y,40.07732,-74.18343,NJ1514002,LAKEWOOD TWP MUA,A,CWS,27614.0,SWP,8050.0,NJ,Large
3011,110029369154,BEACH HAVEN BORO DPW,NJ1503001,Y,39.56324,-74.2414,NJ1503001,BEACH HAVEN WATER DEPT,A,CWS,20000.0,GW,2253.0,NJ,Large
3012,110012886564,U W V H  LAKE CONWAY,NJ1922012,Y,41.137424,-74.691855,NJ1922012,VEOLIA WATER NEW JERSEY LAKE CONWAY,A,CWS,80.0,GW,29.0,NJ,Very Small
3013,110051224153,MAINLAND DEVELOPMENT CORP,NJ0707311,Y,40.787217,-74.246136,NJ0707311,MAINLAND DEVELOPMENT CORP,A,TNCWS,40.0,GW,1.0,NJ,Very Small
3014,110013168614,LARRET MHP-LARRET M.H.P.,FL6292653,Y,40.889821,-73.972135,FL6292653,LARRET MHP,A,CWS,50.0,GW,25.0,NJ,Very Small
3015,110012892496,RIDGEWOOD WATER,NJ0251001,Y,40.99382,-74.145688,NJ0251001,RIDGEWOOD WATER,A,CWS,61700.0,SWP,20481.0,NJ,Large
3016,110051041966,JERSEY CENTRAL POWER & LIGHT-TREATMENT PLANT,NJ1319326,Y,39.901782,-74.174505,NJ1319326,JERSEY CENTRAL POWER & LIGHT,A,NTNCWS,173.0,GW,1.0,NJ,Very Small
3019,110015096082,SHORE ACRES ADULT MOBILE HOME COMMUNITY,NJ0511003,Y,39.228081,-74.686682,NJ0511003,SHORE ACRES MOBILE HOME,A,CWS,392.0,GW,196.0,NJ,Very Small
3020,110049200529,HARPER'S TABLE-TREATMENT PLANT,NJ1006324,Y,40.139827,-74.056045,NJ1006324,HARPER'S TABLE,A,TNCWS,154.0,GW,1.0,NJ,Very Small
3021,110012886957,WANAQUE W DEPT.,NJ1613002,Y,41.0513,-74.2889,NJ1613002,WANAQUE W DEPT.,A,CWS,10266.0,SWP,3668.0,NJ,Large
3022,110049293162,LINDY HOPS ICE CREAM PARLOUR,NJ0111417,Y,39.469354,-74.633758,NJ0111417,LINDY HOPS ICE CREAM PARLOUR,A,TNCWS,210.0,GW,1.0,NJ,Very Small
3023,110051128980,LAKESIDE TAVERN-TREATMENT PLANT,NJ1427324,Y,40.786505,-74.785538,NJ1427324,LAKESIDE TAVERN,A,TNCWS,41.0,GW,1.0,NJ,Very Small
3024,110029951666,RANCH HOPE FOR BOYS,NJ1701302,Y,39.55015,-75.363642,NJ1701302,RANCH HOPE INC/MAIN WELL,A,NTNCWS,188.0,GW,23.0,NJ,Very Small
3025,110049193760,PJ WHELIHANS,NJ0321301,Y,39.875786,-74.663006,NJ0321301,PJ WHELIHANS,A,TNCWS,447.0,GW,1.0,NJ,Very Small
3026,110049352428,CAMP HOPE - MAIN WELL-TREATMENT PLANT,NJ1615357,Y,40.948595,-74.237241,NJ1615357,CAMP HOPE - MAIN WELL,A,TNCWS,111.0,GW,8.0,NJ,Very Small
3027,110063335840,WANTAGE PROFESSIONAL CENTER,NJ1924366,Y,41.137424,-74.691855,NJ1924366,WANTAGE PROFESSIONAL CENTER,A,TNCWS,70.0,GW,1.0,NJ,Very Small
3028,110051224340,THE HIGH LAWN-TREATMENT PLANT,NJ0722305,Y,40.793167,-74.258386,NJ0722305,THE HIGH LAWN,A,NTNCWS,135.0,GW,1.0,NJ,Very Small
3029,110049304873,JIN-A CHILD CARE CENTER-TREATMENT PLANT,NJ1602307,Y,40.880268,-74.183439,NJ1602307,JIN-A CHILD CARE CENTER,A,NTNCWS,90.0,GW,3.0,NJ,Very Small
3030,110051194854,FRANKLIN TWP VOLUNTEER FIRE DEPT-TREATMENT PLANT,NJ2105311,Y,40.7319,-75.05189,NJ2105311,FRANKLIN TWP VOLUNTEER FIRE DEPT,A,TNCWS,100.0,GW,1.0,NJ,Very Small
3031,110013225009,GREEN HILLS EST PROP OWN-WELL 2 TP,NJ1907001,Y,41.072971,-74.819568,NJ1907001,GREEN HILLS EST PROP OWN,A,CWS,175.0,GW,45.0,NJ,Very Small
3032,110053030493,UNIVERSAL CHURCH WINDERMERE-PLANT- BUILDING BEHIND CHURCH,TX0710183,Y,40.73564,-74.16875,TX0710183,UNIVERSAL CHURCH WINDERMERE,A,TNCWS,154.0,GWP,1.0,NJ,Very Small
3033,110013235196,AQUA NJ - CALIFORNIA VILLAGE-WELL 1 TP,NJ0326001,Y,40.208575,-74.526126,NJ0326001,AQUA NJ - CALIFORNIA VILLAGE,A,CWS,300.0,GW,140.0,NJ,Very Small
3034,110049201751,ROMAN PIZZA,NJ2104332,Y,40.853524,-75.009542,NJ2104332,ROMAN PIZZA,A,TNCWS,102.0,GW,4.0,NJ,Very Small
3035,110013229425,NJ AMERICAN WATER - COASTAL NORTH-WELL 4/TREATMENT HOUSE,NJ1345001,Y,40.304817,-74.160132,NJ1345001,NJ AMERICAN WATER - COASTAL NORTH,A,CWS,335449.0,SW,125947.0,NJ,Very Large
3036,110051079747,SALEM INDUSTRIAL PARK-TREATMENT PLANT,NJ1022357,Y,40.661645,-74.815114,NJ1022357,SALEM INDUSTRIAL PARK,A,NTNCWS,155.0,GW,10.0,NJ,Very Small
3037,110049347373,KRESSON GOLF COURSE,NJ0434304,Y,39.802352,-74.961251,NJ0434304,KRESSON GOLF COURSE,A,TNCWS,40.0,GW,2.0,NJ,Very Small
3038,110006705468,BAYWAY MARINA INC.,NJ0506416,Y,39.11871,-74.86453,NJ0506416,BAYWAY MARINA,A,TNCWS,103.0,GW,225.0,NJ,Very Small
3040,110049335796,WADING PINES CAMPGROUND-TREATMENT PLANT,NJ0336300,Y,39.68981,-74.54607,NJ0336300,WADING PINES CAMPGROUND,A,TNCWS,208.0,GW,2.0,NJ,Very Small
3041,110013227533,LONG BEACH TWP WD HOLGATE,NJ1517002,Y,39.5351,-74.26353,NJ1517002,LONG BEACH TWP WD HOLGAT,A,CWS,2000.0,GW,843.0,NJ,Small
3042,110071308443,AVALON WATER AND SEWERAGE UTILITIES,NJ0501001,Y,39.10599,-74.71376,NJ0501001,AVALON WATER AND SEWERAGE UTILITIES,A,CWS,39839.0,GW,5401.0,NJ,Large
3043,110013232215,NJ AMERICAN WATER - FRENCHTOWN-TRENTON AVE WELL 2 TP,NJ1011001,Y,40.526434,-75.060958,NJ1011001,NJ AMERICAN WATER - FRENCHTOWN,A,CWS,1373.0,GW,520.0,NJ,Small
3044,110051222422,HARMONY SPIRITS & GROCERY,NJ2110311,Y,40.853524,-75.009542,NJ2110311,HARMONY SPIRITS & GROCERY,A,TNCWS,103.0,GW,1.0,NJ,Very Small
3046,110030783392,SEASHORE LINE CAMPER RESORT,NJ0504348,Y,39.192498,-74.753727,NJ0504348,SEASHORE LINE CAMPER RES,A,TNCWS,453.0,GW,375.0,NJ,Very Small
3047,110015096420,BAY COVE RESORT CONDOMINIUMS,NJ0506343,Y,39.105035,-74.875045,NJ0506343,BAY COVE CONDO ASSOC,A,NTNCWS,300.0,GW,104.0,NJ,Very Small
3048,110051058172,DAIRY QUEEN,NJ1332362,Y,40.287056,-74.152446,NJ1332362,DAIRY QUEEN,A,TNCWS,181.0,GW,1.0,NJ,Very Small
3049,110051058234,ST. JOSEPHS CHURCH,NJ1332365,Y,40.287056,-74.152446,NJ1332365,ST. JOSEPHS CHURCH,A,TNCWS,802.0,GW,1.0,NJ,Small
3050,110051214208,STOKES STATE FOREST - SHOTWELL,NJ1917310,Y,41.137424,-74.691855,NJ1917310,STOKES STATE FOREST - SHOTWELL,A,TNCWS,100.0,GW,1.0,NJ,Very Small
3051,110049555771,CAMP CHAVIVA-CHLORINATION #2,NY5506848,Y,40.07995,-74.21011,NY5506848,CAMP CHAVIVA,A,TNCWS,214.0,GW,10.0,NJ,Very Small
3052,110049334902,CAMP KETTLE RUN - OFFICE,NJ0320336,Y,39.875786,-74.663006,NJ0320336,CAMP KETTLE RUN - OFFICE,A,TNCWS,101.0,GW,3.0,NJ,Very Small
3053,110049219396,GRAY LEASING INC,NJ2113325,Y,40.853524,-75.009542,NJ2113325,GRAY LEASING INC,A,TNCWS,43.0,GW,1.0,NJ,Very Small
3055,110013236989,FAIR LAWN WATER DEPT,NJ0217001,Y,40.935949,-74.13241,NJ0217001,FAIR LAWN WATER DEPT,A,CWS,34947.0,SWP,11000.0,NJ,Large
